key1,key2,a_name,b_status,処理済み
00000005,00000379,SAMPLE-A-0000005,HOLD,FALSE
00000055,00000240,SAMPLE-A-0000055,OPEN,FALSE
00000086,00000388,SAMPLE-A-0000086,DONE,FALSE
00000106,00000962,SAMPLE-A-0000106,VOID,FALSE
00000032,00000536,SAMPLE-A-0000032,OPEN,FALSE
00000008,00000823,SAMPLE-A-0000008,OPEN,FALSE
00000005,00000684,SAMPLE-A-0000005,VOID,FALSE
00000050,00000258,SAMPLE-A-0000050,HOLD,FALSE
00000054,00000545,SAMPLE-A-0000054,HOLD,FALSE
00000161,00000267,SAMPLE-A-0000161,DONE,FALSE
00000002,00000841,SAMPLE-A-0000002,OPEN,FALSE
00000111,00000989,SAMPLE-A-0000111,DONE,FALSE
00000033,00000276,SAMPLE-A-0000033,OPEN,FALSE
00000012,00000850,SAMPLE-A-0000012,DONE,FALSE
00000709,00000155,SAMPLE-A-0000709,OPEN,FALSE
00000157,00000442,SAMPLE-A-0000157,DONE,FALSE
00000040,00000729,SAMPLE-A-0000040,VOID,FALSE
00000506,00000016,SAMPLE-A-0000506,DONE,FALSE
00000189,00000303,SAMPLE-A-0000189,HOLD,FALSE
00000179,00000590,SAMPLE-A-0000179,OPEN,FALSE
00000019,00000877,SAMPLE-A-0000019,OPEN,FALSE
00000159,00000164,SAMPLE-A-0000159,VOID,FALSE
00000581,00000451,SAMPLE-A-0000581,VOID,FALSE
00000166,00000738,SAMPLE-A-0000166,DONE,FALSE
00000273,00000025,SAMPLE-A-0000273,HOLD,FALSE
00000011,00000312,SAMPLE-A-0000011,HOLD,FALSE
00000014,00000599,SAMPLE-A-0000014,HOLD,FALSE
00000038,00000886,SAMPLE-A-0000038,DONE,FALSE
00000014,00000173,SAMPLE-A-0000014,VOID,FALSE
00000667,00000460,SAMPLE-A-0000667,HOLD,FALSE
00000586,00000747,SAMPLE-A-0000586,DONE,FALSE
00000200,00000034,SAMPLE-A-0000200,HOLD,FALSE
00000029,00000321,SAMPLE-A-0000029,OPEN,FALSE
00000545,00000608,SAMPLE-A-0000545,HOLD,FALSE
00000370,00000895,SAMPLE-A-0000370,HOLD,FALSE
00000369,00000182,SAMPLE-A-0000369,VOID,FALSE
00000359,00000469,SAMPLE-A-0000359,HOLD,FALSE
00000167,00000756,SAMPLE-A-0000167,HOLD,FALSE
00000427,00000043,SAMPLE-A-0000427,OPEN,FALSE
00000388,00000330,SAMPLE-A-0000388,OPEN,FALSE
00000047,00000617,SAMPLE-A-0000047,VOID,FALSE
00000289,00000904,SAMPLE-A-0000289,VOID,FALSE
00000152,00000191,SAMPLE-A-0000152,OPEN,FALSE
00000108,00000478,SAMPLE-A-0000108,DONE,FALSE
00000027,00000765,SAMPLE-A-0000027,OPEN,FALSE
00000606,00000052,SAMPLE-A-0000606,DONE,FALSE
00000419,00000339,SAMPLE-A-0000419,HOLD,FALSE
00000069,00000626,SAMPLE-A-0000069,DONE,FALSE
00000168,00000913,SAMPLE-A-0000168,DONE,FALSE
00000280,00000200,SAMPLE-A-0000280,HOLD,FALSE
00000035,00000487,SAMPLE-A-0000035,DONE,FALSE
00000299,00000774,SAMPLE-A-0000299,VOID,FALSE
00000444,00000061,SAMPLE-A-0000444,OPEN,FALSE
00000055,00000348,SAMPLE-A-0000055,DONE,FALSE
00000344,00000635,SAMPLE-A-0000344,OPEN,FALSE
00000558,00000922,SAMPLE-A-0000558,HOLD,FALSE
00000030,00000209,SAMPLE-A-0000030,VOID,FALSE
00000441,00000496,SAMPLE-A-0000441,HOLD,FALSE
00000077,00000783,SAMPLE-A-0000077,HOLD,FALSE
00000035,00000070,SAMPLE-A-0000035,DONE,FALSE
00000559,00000357,SAMPLE-A-0000559,OPEN,FALSE
00000538,00000644,SAMPLE-A-0000538,HOLD,FALSE
00000435,00000931,SAMPLE-A-0000435,VOID,FALSE
00000206,00000218,SAMPLE-A-0000206,VOID,FALSE
00000498,00000505,SAMPLE-A-0000498,DONE,FALSE
00000623,00000792,SAMPLE-A-0000623,DONE,FALSE
00000431,00000079,SAMPLE-A-0000431,DONE,FALSE
00000641,00000366,SAMPLE-A-0000641,VOID,FALSE
00000052,00000653,SAMPLE-A-0000052,OPEN,FALSE
00000568,00000940,SAMPLE-A-0000568,VOID,FALSE
00000420,00000227,SAMPLE-A-0000420,VOID,FALSE
00000066,00000514,SAMPLE-A-0000066,HOLD,FALSE
00000131,00000801,SAMPLE-A-0000131,OPEN,FALSE
00000123,00000088,SAMPLE-A-0000123,VOID,FALSE
00000044,00000375,SAMPLE-A-0000044,HOLD,FALSE
00000259,00000662,SAMPLE-A-0000259,OPEN,FALSE
00000180,00000949,SAMPLE-A-0000180,HOLD,FALSE
00000130,00000236,SAMPLE-A-0000130,HOLD,FALSE
00000513,00000523,SAMPLE-A-0000513,DONE,FALSE
00000405,00000810,SAMPLE-A-0000405,OPEN,FALSE
00000053,00000097,SAMPLE-A-0000053,VOID,FALSE
00000031,00000384,SAMPLE-A-0000031,DONE,FALSE
00000094,00000671,SAMPLE-A-0000094,DONE,FALSE
00000094,00000958,SAMPLE-A-0000094,HOLD,FALSE
00000579,00000245,SAMPLE-A-0000579,HOLD,FALSE
00000139,00000532,SAMPLE-A-0000139,VOID,FALSE
00000124,00000819,SAMPLE-A-0000124,OPEN,FALSE
00000507,00000106,SAMPLE-A-0000507,OPEN,FALSE
00000366,00000393,SAMPLE-A-0000366,HOLD,FALSE
00000553,00000680,SAMPLE-A-0000553,OPEN,FALSE
00000395,00000967,SAMPLE-A-0000395,HOLD,FALSE
00000350,00000254,SAMPLE-A-0000350,OPEN,FALSE
00000051,00000541,SAMPLE-A-0000051,OPEN,FALSE
00000001,00000828,SAMPLE-A-0000001,HOLD,TRUE
00000664,00000115,SAMPLE-A-0000664,HOLD,FALSE
00000008,00000402,SAMPLE-A-0000008,DONE,FALSE
00000072,00000976,SAMPLE-A-0000072,OPEN,FALSE
00000343,00000263,SAMPLE-A-0000343,VOID,FALSE
00000622,00000550,SAMPLE-A-0000622,OPEN,FALSE
00000490,00000837,SAMPLE-A-0000490,OPEN,FALSE
00000292,00000124,SAMPLE-A-0000292,DONE,FALSE
00000297,00000411,SAMPLE-A-0000297,DONE,FALSE
00000147,00000698,SAMPLE-A-0000147,VOID,FALSE
00000001,00000985,SAMPLE-A-0000001,DONE,FALSE
00000012,00000272,SAMPLE-A-0000012,OPEN,FALSE
00000050,00000559,SAMPLE-A-0000050,VOID,FALSE
00000041,00000846,SAMPLE-A-0000041,VOID,FALSE
00000197,00000133,SAMPLE-A-0000197,VOID,FALSE
00000428,00000420,SAMPLE-A-0000428,VOID,FALSE
00000633,00000707,SAMPLE-A-0000633,OPEN,FALSE
00000148,00000994,SAMPLE-A-0000148,OPEN,FALSE
00000602,00000281,SAMPLE-A-0000602,OPEN,FALSE
00000107,00000568,SAMPLE-A-0000107,VOID,FALSE
00000009,00000855,SAMPLE-A-0000009,OPEN,FALSE
00000298,00000142,SAMPLE-A-0000298,OPEN,FALSE
00000636,00000429,SAMPLE-A-0000636,OPEN,FALSE
00000201,00000716,SAMPLE-A-0000201,OPEN,FALSE
00000047,00000003,SAMPLE-A-0000047,HOLD,FALSE
00000632,00000290,SAMPLE-A-0000632,DONE,FALSE
00000069,00000577,SAMPLE-A-0000069,DONE,FALSE
00000616,00000864,SAMPLE-A-0000616,OPEN,FALSE
00000174,00000151,SAMPLE-A-0000174,DONE,FALSE
00000670,00000438,SAMPLE-A-0000670,OPEN,FALSE
00000017,00000725,SAMPLE-A-0000017,HOLD,FALSE
00000097,00000012,SAMPLE-A-0000097,HOLD,FALSE
00000685,00000299,SAMPLE-A-0000685,OPEN,FALSE
00000412,00000586,SAMPLE-A-0000412,HOLD,FALSE
00000332,00000873,SAMPLE-A-0000332,HOLD,FALSE
00000083,00000160,SAMPLE-A-0000083,DONE,FALSE
00000476,00000447,SAMPLE-A-0000476,OPEN,FALSE
00000006,00000734,SAMPLE-A-0000006,DONE,FALSE
00000151,00000021,SAMPLE-A-0000151,OPEN,FALSE
00000023,00000308,SAMPLE-A-0000023,HOLD,FALSE
00000520,00000595,SAMPLE-A-0000520,DONE,FALSE
00000134,00000882,SAMPLE-A-0000134,OPEN,FALSE
00000064,00000169,SAMPLE-A-0000064,HOLD,FALSE
00000126,00000456,SAMPLE-A-0000126,HOLD,FALSE
00000028,00000743,SAMPLE-A-0000028,DONE,FALSE
00000274,00000030,SAMPLE-A-0000274,OPEN,FALSE
00000065,00000317,SAMPLE-A-0000065,OPEN,FALSE
00000317,00000604,SAMPLE-A-0000317,DONE,FALSE
00000627,00000891,SAMPLE-A-0000627,DONE,FALSE
00000649,00000178,SAMPLE-A-0000649,DONE,FALSE
00000053,00000465,SAMPLE-A-0000053,OPEN,FALSE
00000608,00000752,SAMPLE-A-0000608,HOLD,FALSE
00000265,00000039,SAMPLE-A-0000265,DONE,FALSE
00000128,00000326,SAMPLE-A-0000128,OPEN,FALSE
00000048,00000613,SAMPLE-A-0000048,VOID,FALSE
00000708,00000900,SAMPLE-A-0000708,HOLD,FALSE
00000115,00000187,SAMPLE-A-0000115,DONE,FALSE
00000045,00000474,SAMPLE-A-0000045,DONE,FALSE
00000383,00000761,SAMPLE-A-0000383,DONE,FALSE
00000560,00000048,SAMPLE-A-0000560,OPEN,FALSE
00000336,00000335,SAMPLE-A-0000336,HOLD,FALSE
00000354,00000622,SAMPLE-A-0000354,OPEN,FALSE
00000034,00000909,SAMPLE-A-0000034,HOLD,FALSE
00000001,00000196,SAMPLE-A-0000001,VOID,FALSE
00000020,00000483,SAMPLE-A-0000020,DONE,FALSE
00000002,00000770,SAMPLE-A-0000002,DONE,FALSE
00000357,00000057,SAMPLE-A-0000357,OPEN,FALSE
00000190,00000344,SAMPLE-A-0000190,OPEN,FALSE
00000186,00000631,SAMPLE-A-0000186,HOLD,FALSE
00000393,00000918,SAMPLE-A-0000393,OPEN,FALSE
00000199,00000205,SAMPLE-A-0000199,OPEN,FALSE
00000024,00000492,SAMPLE-A-0000024,OPEN,FALSE
00000683,00000779,SAMPLE-A-0000683,DONE,FALSE
00000150,00000066,SAMPLE-A-0000150,HOLD,FALSE
00000425,00000353,SAMPLE-A-0000425,VOID,FALSE
00000384,00000640,SAMPLE-A-0000384,DONE,FALSE
00000578,00000927,SAMPLE-A-0000578,VOID,FALSE
00000523,00000214,SAMPLE-A-0000523,DONE,FALSE
00000251,00000501,SAMPLE-A-0000251,DONE,FALSE
00000245,00000788,SAMPLE-A-0000245,OPEN,FALSE
00000048,00000075,SAMPLE-A-0000048,HOLD,FALSE
00000478,00000362,SAMPLE-A-0000478,HOLD,FALSE
00000330,00000649,SAMPLE-A-0000330,OPEN,FALSE
00000062,00000936,SAMPLE-A-0000062,HOLD,FALSE
00000187,00000223,SAMPLE-A-0000187,VOID,FALSE
00000697,00000510,SAMPLE-A-0000697,VOID,FALSE
00000391,00000797,SAMPLE-A-0000391,OPEN,FALSE
00000563,00000084,SAMPLE-A-0000563,OPEN,FALSE
00000329,00000371,SAMPLE-A-0000329,HOLD,FALSE
00000589,00000658,SAMPLE-A-0000589,DONE,FALSE
00000525,00000945,SAMPLE-A-0000525,VOID,FALSE
00000235,00000232,SAMPLE-A-0000235,OPEN,FALSE
00000079,00000519,SAMPLE-A-0000079,HOLD,FALSE
00000702,00000806,SAMPLE-A-0000702,OPEN,FALSE
00000149,00000093,SAMPLE-A-0000149,DONE,FALSE
00000060,00000380,SAMPLE-A-0000060,VOID,FALSE
00000626,00000667,SAMPLE-A-0000626,OPEN,FALSE
00000372,00000954,SAMPLE-A-0000372,VOID,FALSE
00000006,00000241,SAMPLE-A-0000006,DONE,FALSE
00000695,00000528,SAMPLE-A-0000695,VOID,FALSE
00000378,00000815,SAMPLE-A-0000378,HOLD,FALSE
00000042,00000102,SAMPLE-A-0000042,OPEN,FALSE
00000680,00000389,SAMPLE-A-0000680,VOID,FALSE
00000557,00000676,SAMPLE-A-0000557,DONE,FALSE
00000016,00000963,SAMPLE-A-0000016,VOID,FALSE
00000142,00000250,SAMPLE-A-0000142,DONE,FALSE
00000053,00000537,SAMPLE-A-0000053,DONE,FALSE
00000283,00000824,SAMPLE-A-0000283,HOLD,FALSE
00000160,00000111,SAMPLE-A-0000160,VOID,FALSE
00000659,00000398,SAMPLE-A-0000659,HOLD,FALSE
00000003,00000685,SAMPLE-A-0000003,HOLD,FALSE
00000199,00000972,SAMPLE-A-0000199,VOID,FALSE
00000673,00000259,SAMPLE-A-0000673,DONE,FALSE
00000493,00000546,SAMPLE-A-0000493,OPEN,FALSE
00000527,00000833,SAMPLE-A-0000527,OPEN,FALSE
00000575,00000120,SAMPLE-A-0000575,HOLD,FALSE
00000104,00000407,SAMPLE-A-0000104,OPEN,FALSE
00000294,00000694,SAMPLE-A-0000294,OPEN,FALSE
00000049,00000981,SAMPLE-A-0000049,DONE,FALSE
00000642,00000268,SAMPLE-A-0000642,HOLD,FALSE
00000099,00000555,SAMPLE-A-0000099,VOID,FALSE
00000263,00000842,SAMPLE-A-0000263,VOID,FALSE
00000574,00000129,SAMPLE-A-0000574,VOID,FALSE
00000076,00000416,SAMPLE-A-0000076,VOID,FALSE
00000129,00000703,SAMPLE-A-0000129,DONE,FALSE
00000304,00000990,SAMPLE-A-0000304,DONE,FALSE
00000075,00000277,SAMPLE-A-0000075,OPEN,FALSE
00000014,00000564,SAMPLE-A-0000014,DONE,FALSE
00000449,00000851,SAMPLE-A-0000449,VOID,FALSE
00000175,00000138,SAMPLE-A-0000175,OPEN,FALSE
00000079,00000425,SAMPLE-A-0000079,DONE,FALSE
00000129,00000712,SAMPLE-A-0000129,HOLD,FALSE
00000042,00000999,SAMPLE-A-0000042,HOLD,FALSE
00000147,00000286,SAMPLE-A-0000147,HOLD,FALSE
00000173,00000573,SAMPLE-A-0000173,VOID,FALSE
00000266,00000860,SAMPLE-A-0000266,HOLD,FALSE
00000005,00000147,SAMPLE-A-0000005,HOLD,FALSE
00000176,00000434,SAMPLE-A-0000176,OPEN,FALSE
00000135,00000721,SAMPLE-A-0000135,DONE,FALSE
00000494,00000008,SAMPLE-A-0000494,DONE,FALSE
00000063,00000295,SAMPLE-A-0000063,VOID,FALSE
00000504,00000582,SAMPLE-A-0000504,OPEN,FALSE
00000556,00000869,SAMPLE-A-0000556,OPEN,FALSE
00000137,00000156,SAMPLE-A-0000137,HOLD,FALSE
00000381,00000443,SAMPLE-A-0000381,OPEN,FALSE
00000118,00000730,SAMPLE-A-0000118,DONE,FALSE
00000109,00000017,SAMPLE-A-0000109,OPEN,FALSE
00000353,00000304,SAMPLE-A-0000353,HOLD,FALSE
00000612,00000591,SAMPLE-A-0000612,VOID,FALSE
00000091,00000878,SAMPLE-A-0000091,DONE,FALSE
00000367,00000165,SAMPLE-A-0000367,OPEN,FALSE
00000303,00000452,SAMPLE-A-0000303,HOLD,FALSE
00000143,00000739,SAMPLE-A-0000143,HOLD,FALSE
00000651,00000026,SAMPLE-A-0000651,VOID,FALSE
00000140,00000313,SAMPLE-A-0000140,HOLD,FALSE
00000172,00000600,SAMPLE-A-0000172,OPEN,FALSE
00000024,00000887,SAMPLE-A-0000024,HOLD,FALSE
00000128,00000174,SAMPLE-A-0000128,OPEN,FALSE
00000016,00000461,SAMPLE-A-0000016,DONE,FALSE
00000436,00000748,SAMPLE-A-0000436,HOLD,FALSE
00000039,00000035,SAMPLE-A-0000039,OPEN,FALSE
00000315,00000322,SAMPLE-A-0000315,HOLD,FALSE
00000650,00000609,SAMPLE-A-0000650,OPEN,FALSE
00000407,00000896,SAMPLE-A-0000407,DONE,FALSE
00000472,00000183,SAMPLE-A-0000472,HOLD,FALSE
00000466,00000470,SAMPLE-A-0000466,VOID,FALSE
00000268,00000757,SAMPLE-A-0000268,DONE,FALSE
00000154,00000044,SAMPLE-A-0000154,DONE,FALSE
00000181,00000331,SAMPLE-A-0000181,HOLD,FALSE
00000243,00000618,SAMPLE-A-0000243,VOID,FALSE
00000401,00000905,SAMPLE-A-0000401,DONE,FALSE
00000084,00000192,SAMPLE-A-0000084,HOLD,FALSE
00000045,00000479,SAMPLE-A-0000045,DONE,FALSE
00000682,00000766,SAMPLE-A-0000682,OPEN,FALSE
00000692,00000053,SAMPLE-A-0000692,VOID,FALSE
00000549,00000340,SAMPLE-A-0000549,VOID,FALSE
00000684,00000627,SAMPLE-A-0000684,HOLD,FALSE
00000120,00000914,SAMPLE-A-0000120,HOLD,FALSE
00000119,00000201,SAMPLE-A-0000119,VOID,FALSE
00000473,00000488,SAMPLE-A-0000473,OPEN,FALSE
00000038,00000775,SAMPLE-A-0000038,HOLD,FALSE
00000133,00000062,SAMPLE-A-0000133,VOID,FALSE
00000110,00000349,SAMPLE-A-0000110,OPEN,FALSE
00000398,00000636,SAMPLE-A-0000398,HOLD,FALSE
00000487,00000923,SAMPLE-A-0000487,DONE,FALSE
00000155,00000210,SAMPLE-A-0000155,VOID,FALSE
00000421,00000497,SAMPLE-A-0000421,DONE,FALSE
00000132,00000784,SAMPLE-A-0000132,DONE,FALSE
00000693,00000071,SAMPLE-A-0000693,DONE,FALSE
00000500,00000358,SAMPLE-A-0000500,OPEN,FALSE
00000565,00000645,SAMPLE-A-0000565,HOLD,FALSE
00000085,00000932,SAMPLE-A-0000085,OPEN,FALSE
00000593,00000219,SAMPLE-A-0000593,DONE,FALSE
00000314,00000506,SAMPLE-A-0000314,DONE,FALSE
00000617,00000793,SAMPLE-A-0000617,VOID,FALSE
00000375,00000080,SAMPLE-A-0000375,DONE,FALSE
00000184,00000367,SAMPLE-A-0000184,OPEN,FALSE
00000105,00000654,SAMPLE-A-0000105,HOLD,FALSE
00000122,00000941,SAMPLE-A-0000122,DONE,FALSE
00000582,00000228,SAMPLE-A-0000582,HOLD,FALSE
00000023,00000515,SAMPLE-A-0000023,OPEN,FALSE
00000347,00000802,SAMPLE-A-0000347,OPEN,FALSE
00000416,00000089,SAMPLE-A-0000416,HOLD,FALSE
00000039,00000376,SAMPLE-A-0000039,OPEN,FALSE
00000015,00000663,SAMPLE-A-0000015,OPEN,FALSE
00000089,00000950,SAMPLE-A-0000089,OPEN,FALSE
00000145,00000237,SAMPLE-A-0000145,OPEN,FALSE
00000305,00000524,SAMPLE-A-0000305,OPEN,FALSE
00000495,00000811,SAMPLE-A-0000495,HOLD,FALSE
00000188,00000098,SAMPLE-A-0000188,DONE,FALSE
00001002,00000385,,HOLD,FALSE
00000509,00000672,SAMPLE-A-0000509,HOLD,FALSE
00000422,00000959,SAMPLE-A-0000422,HOLD,FALSE
00000020,00000246,SAMPLE-A-0000020,HOLD,FALSE
00000172,00000533,SAMPLE-A-0000172,VOID,FALSE
00000352,00000820,SAMPLE-A-0000352,VOID,FALSE
00000188,00000107,SAMPLE-A-0000188,HOLD,FALSE
00000510,00000394,SAMPLE-A-0000510,OPEN,FALSE
00000030,00000681,SAMPLE-A-0000030,HOLD,FALSE
00000546,00000968,SAMPLE-A-0000546,VOID,FALSE
00000033,00000255,SAMPLE-A-0000033,DONE,FALSE
00000013,00000542,SAMPLE-A-0000013,HOLD,FALSE
00000592,00000829,SAMPLE-A-0000592,VOID,FALSE
00000526,00000116,SAMPLE-A-0000526,DONE,FALSE
00000021,00000403,SAMPLE-A-0000021,HOLD,FALSE
00000088,00000690,SAMPLE-A-0000088,DONE,FALSE
00000403,00000977,SAMPLE-A-0000403,VOID,FALSE
00000024,00000264,SAMPLE-A-0000024,VOID,FALSE
00000210,00000551,SAMPLE-A-0000210,VOID,FALSE
00000640,00000838,SAMPLE-A-0000640,OPEN,FALSE
00000143,00000125,SAMPLE-A-0000143,VOID,FALSE
00000516,00000412,SAMPLE-A-0000516,HOLD,FALSE
00000451,00000699,SAMPLE-A-0000451,OPEN,FALSE
00000639,00000986,SAMPLE-A-0000639,OPEN,FALSE
00000166,00000273,SAMPLE-A-0000166,HOLD,FALSE
00000052,00000560,SAMPLE-A-0000052,DONE,FALSE
00000534,00000847,SAMPLE-A-0000534,OPEN,FALSE
00000163,00000134,SAMPLE-A-0000163,HOLD,FALSE
00000634,00000421,SAMPLE-A-0000634,VOID,FALSE
00000442,00000708,SAMPLE-A-0000442,VOID,FALSE
00000517,00000995,SAMPLE-A-0000517,OPEN,FALSE
00000123,00000282,SAMPLE-A-0000123,HOLD,FALSE
00000081,00000569,SAMPLE-A-0000081,HOLD,FALSE
00000203,00000856,SAMPLE-A-0000203,HOLD,FALSE
00000242,00000143,SAMPLE-A-0000242,OPEN,FALSE
00000037,00000430,SAMPLE-A-0000037,HOLD,FALSE
00000002,00000717,SAMPLE-A-0000002,OPEN,FALSE
00000156,00000004,SAMPLE-A-0000156,HOLD,FALSE
00000007,00000291,SAMPLE-A-0000007,VOID,FALSE
00000311,00000578,SAMPLE-A-0000311,OPEN,FALSE
00000028,00000865,SAMPLE-A-0000028,OPEN,FALSE
00000150,00000152,SAMPLE-A-0000150,VOID,FALSE
00000331,00000439,SAMPLE-A-0000331,DONE,FALSE
00000471,00000726,SAMPLE-A-0000471,OPEN,FALSE
00000040,00000013,SAMPLE-A-0000040,VOID,FALSE
00000102,00000300,SAMPLE-A-0000102,OPEN,FALSE
00000131,00000587,SAMPLE-A-0000131,VOID,FALSE
00000174,00000874,SAMPLE-A-0000174,DONE,FALSE
00000080,00000161,SAMPLE-A-0000080,VOID,FALSE
00000514,00000448,SAMPLE-A-0000514,OPEN,FALSE
00000270,00000735,SAMPLE-A-0000270,VOID,FALSE
00000029,00000022,SAMPLE-A-0000029,VOID,FALSE
00000023,00000309,SAMPLE-A-0000023,DONE,FALSE
00000643,00000596,SAMPLE-A-0000643,OPEN,FALSE
00000430,00000883,SAMPLE-A-0000430,OPEN,FALSE
00000049,00000170,SAMPLE-A-0000049,OPEN,FALSE
00000162,00000457,SAMPLE-A-0000162,VOID,FALSE
00000065,00000744,SAMPLE-A-0000065,OPEN,FALSE
00000071,00000031,SAMPLE-A-0000071,OPEN,FALSE
00000316,00000318,SAMPLE-A-0000316,VOID,FALSE
00000168,00000605,SAMPLE-A-0000168,DONE,FALSE
00000058,00000892,SAMPLE-A-0000058,OPEN,FALSE
00000417,00000179,SAMPLE-A-0000417,OPEN,FALSE
00001001,00000466,,DONE,FALSE
00000318,00000753,SAMPLE-A-0000318,OPEN,FALSE
00000112,00000040,SAMPLE-A-0000112,DONE,FALSE
00000341,00000327,SAMPLE-A-0000341,DONE,FALSE
00000084,00000614,SAMPLE-A-0000084,DONE,FALSE
00000562,00000188,SAMPLE-A-0000562,HOLD,FALSE
00000063,00000475,SAMPLE-A-0000063,HOLD,FALSE
00000255,00000762,SAMPLE-A-0000255,OPEN,FALSE
00000249,00000049,SAMPLE-A-0000249,HOLD,FALSE
00000306,00000336,SAMPLE-A-0000306,VOID,FALSE
00000613,00000623,SAMPLE-A-0000613,DONE,FALSE
00000232,00000910,SAMPLE-A-0000232,HOLD,FALSE
00000089,00000197,SAMPLE-A-0000089,VOID,FALSE
00000205,00000484,SAMPLE-A-0000205,DONE,FALSE
00000611,00000771,SAMPLE-A-0000611,HOLD,FALSE
00000290,00000058,SAMPLE-A-0000290,HOLD,FALSE
00000136,00000345,SAMPLE-A-0000136,HOLD,FALSE
00000700,00000919,SAMPLE-A-0000700,VOID,FALSE
00000047,00000206,SAMPLE-A-0000047,OPEN,FALSE
00000459,00000493,SAMPLE-A-0000459,VOID,FALSE
00000056,00000780,SAMPLE-A-0000056,HOLD,FALSE
00000453,00000067,SAMPLE-A-0000453,HOLD,FALSE
00000037,00000354,SAMPLE-A-0000037,VOID,FALSE
00000362,00000641,SAMPLE-A-0000362,VOID,FALSE
00000141,00000928,SAMPLE-A-0000141,OPEN,FALSE
00000080,00000215,SAMPLE-A-0000080,HOLD,FALSE
00000207,00000502,SAMPLE-A-0000207,OPEN,FALSE
00000092,00000789,SAMPLE-A-0000092,OPEN,FALSE
00000244,00000076,SAMPLE-A-0000244,HOLD,FALSE
00001004,00000363,,DONE,FALSE
00000674,00000650,SAMPLE-A-0000674,HOLD,FALSE
00000252,00000937,SAMPLE-A-0000252,HOLD,FALSE
00000529,00000224,SAMPLE-A-0000529,VOID,FALSE
00000167,00000511,SAMPLE-A-0000167,DONE,FALSE
00000677,00000798,SAMPLE-A-0000677,OPEN,FALSE
00000258,00000085,SAMPLE-A-0000258,DONE,FALSE
00000098,00000372,SAMPLE-A-0000098,HOLD,FALSE
00000009,00000659,SAMPLE-A-0000009,DONE,FALSE
00000149,00000946,SAMPLE-A-0000149,HOLD,FALSE
00000057,00000233,SAMPLE-A-0000057,HOLD,FALSE
00000090,00000520,SAMPLE-A-0000090,HOLD,FALSE
00000508,00000807,SAMPLE-A-0000508,VOID,FALSE
00000036,00000094,SAMPLE-A-0000036,VOID,FALSE
00000096,00000381,SAMPLE-A-0000096,VOID,FALSE
00000108,00000668,SAMPLE-A-0000108,DONE,FALSE
00000176,00000955,SAMPLE-A-0000176,VOID,FALSE
